"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","71","0","0","0","0","0","71","71","0","0","71","71","71","71","71","0","0","0","0","0","0","71","71","71","71","71","71","71","71","71","71","0","71","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","465807","418995","NA","8910","NA","414709","467488","465973","8910","NA","468488","468490","448143","428974","405662","7225","7513","7729","8097","6056","2752","468491","468493","449145","428977","405665","468493","470598","NA","470496","470698","4681","465807","418998","NA","211978","NA","2752","Hommel2002EXP01","0","16002","8","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","blue","green","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","72","0","0","0","0","0","72","72","0","0","72","72","72","72","72","0","0","0","0","0","0","72","72","72","72","72","72","72","72","72","72","0","72","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","471495","418995","NA","8910","NA","414709","473184","471681","8910","NA","474184","468490","448143","474187","405662","7225","7513","7729","8097","6056","2752","475187","468493","449145","475189","405665","475190","477294","NA","477192","477394","4681","471495","418998","NA","211978","NA","2752","Hommel2002EXP01","0","18002","9","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","73","0","0","0","0","0","73","73","0","0","73","73","73","73","73","0","0","0","0","0","0","73","73","73","73","73","73","73","73","73","73","0","73","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","478160","418995","NA","8910","NA","414709","479749","478232","8910","NA","480750","480752","448143","474187","405662","7225","7513","7729","8097","6056","2752","481253","481255","449145","475189","405665","481256","483360","NA","483258","483460","4681","478160","418998","NA","211978","NA","2752","Hommel2002EXP01","0","20002","10","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","74","0","0","0","0","0","74","74","0","0","74","74","74","74","74","0","0","0","0","0","0","74","74","74","74","74","74","74","74","74","74","0","74","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","484184","418995","NA","8910","NA","414709","485794","484276","8910","NA","486794","480752","486796","474187","405662","7225","7513","7729","8097","6056","2752","487296","481255","487298","475189","405665","487299","489403","NA","489301","489503","4681","484184","418998","NA","211978","NA","2752","Hommel2002EXP01","0","22002","11","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","75","0","0","0","0","0","75","75","0","0","75","75","75","75","75","0","0","0","0","0","0","75","75","75","75","75","75","75","75","75","75","0","75","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","490232","418995","NA","8910","NA","414709","491849","490334","8910","NA","492849","480752","492851","474187","405662","7225","7513","7729","8097","6056","2752","494351","481255","494353","475189","405665","494353","496457","NA","496355","496557","4681","490232","418998","NA","211978","NA","2752","Hommel2002EXP01","0","24002","12","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","76","0","0","0","0","0","76","76","0","0","76","76","76","76","76","0","0","0","0","0","0","76","76","76","76","76","76","76","76","76","76","0","76","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","497278","418995","NA","8910","NA","414709","498909","497391","8910","NA","499910","480752","499912","474187","405662","7225","7513","7729","8097","6056","2752","501412","481255","501414","475189","405665","501415","503519","NA","503417","503619","4681","497278","418998","NA","211978","NA","2752","Hommel2002EXP01","0","26002","13","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","blue","green","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","77","0","0","0","0","0","77","77","0","0","77","77","77","77","77","0","0","0","0","0","0","77","77","77","77","77","77","77","77","77","77","0","77","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","504338","418995","NA","8910","NA","414709","505988","504473","8910","NA","506988","506990","499912","474187","405662","7225","7513","7729","8097","6056","2752","507991","507993","501414","475189","405665","507994","510098","NA","509996","510198","4681","504338","418998","NA","211978","NA","2752","Hommel2002EXP01","0","28002","14","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","78","0","0","0","0","0","78","78","0","0","78","78","78","78","78","0","0","0","0","0","0","78","78","78","78","78","78","78","78","78","78","0","78","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","510975","418995","NA","8910","NA","414709","512653","511150","8910","NA","513653","506990","499912","474187","513655","7225","7513","7729","8097","6056","2752","515155","507993","501414","475189","515157","515158","517262","NA","517160","517362","4681","510975","418998","NA","211978","NA","2752","Hommel2002EXP01","0","30002","15","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","79","0","0","0","0","0","79","79","0","0","79","79","79","79","79","0","0","0","0","0","0","79","79","79","79","79","79","79","79","79","79","0","79","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","518143","418995","NA","8910","NA","414709","519727","518211","8910","NA","520727","506990","499912","520729","513655","7225","7513","7729","8097","6056","2752","520730","507993","501414","520732","515157","520732","522836","NA","522734","522936","4681","518143","418998","NA","211978","NA","2752","Hommel2002EXP01","0","32002","16","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","80","0","0","0","0","0","80","80","0","0","80","80","80","80","80","0","0","0","0","0","0","80","80","80","80","80","80","80","80","80","80","0","80","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","523891","418995","NA","8910","NA","414709","525499","523984","8910","NA","526500","506990","526502","520729","513655","7225","7513","7729","8097","6056","2752","526503","507993","526506","520732","515157","526506","528610","NA","528508","528710","4681","523891","418998","NA","211978","NA","2752","Hommel2002EXP01","0","34002","17","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","0","0","z","0","NA","NA","1","0","NA","1","NA","81","0","0","0","0","0","81","81","0","0","81","81","81","81","81","0","0","0","0","0","0","81","81","81","81","81","81","81","81","81","81","0","81","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","529427","418995","NA","8910","NA","414709","531047","529531","8910","NA","532047","506990","532049","520729","513655","7225","7513","7729","8097","6056","2752","532050","507993","532052","520732","515157","532052","534157","NA","534055","534257","4681","529427","418998","NA","211978","NA","2752","Hommel2002EXP01","0","36003","18","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","82","0","0","0","0","0","82","82","0","0","82","82","82","82","82","0","0","0","0","0","0","82","82","82","82","82","82","82","82","82","82","0","82","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","534982","418995","NA","8910","NA","414709","536610","535095","8910","NA","537611","506990","532049","537613","513655","7225","7513","7729","8097","6056","2752","539114","507993","532052","539117","515157","539117","541221","NA","541119","541322","4681","534982","418998","NA","211978","NA","2752","Hommel2002EXP01","0","38003","19","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","83","0","0","0","0","0","83","83","0","0","83","83","83","83","83","0","0","0","0","0","0","83","83","83","83","83","83","83","83","83","83","0","83","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","542055","418995","NA","8910","NA","414709","543694","542179","8910","NA","544695","506990","532049","544698","513655","7225","7513","7729","8097","6056","2752","545198","507993","532052","545200","515157","545201","547305","NA","547203","547405","4681","542055","418998","NA","211978","NA","2752","Hommel2002EXP01","0","40003","20","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","84","0","0","0","0","0","84","84","0","0","84","84","84","84","84","0","0","0","0","0","0","84","84","84","84","84","84","84","84","84","84","0","84","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","548123","418995","NA","8910","NA","414709","549788","548273","8910","NA","550788","506990","532049","550790","513655","7225","7513","7729","8097","6056","2752","552291","507993","532052","552293","515157","552294","554398","NA","554296","554498","4681","548123","418998","NA","211978","NA","2752","Hommel2002EXP01","0","42003","21","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","/","0","NA","NA","1","0","NA","1","NA","85","0","0","0","0","0","85","85","0","0","85","85","85","85","85","0","0","0","0","0","0","85","85","85","85","85","85","85","85","85","85","0","85","0","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","418998","NA","NA","211978","NA","NA","NA","NA","555298","418995","NA","8910","NA","414709","556987","555485","8910","NA","557987","506990","532049","550790","557989","7225","7513","7729","8097","6056","2752","558989","507993","532052","552293","558991","558992","561096","NA","560994","561197","4681","555298","418998","NA","211978","NA","2752","Hommel2002EXP01","0","44003","22","yes","1024"
